example address,earliest block,latest block,gas used,code length,code chunks,push bytes,jumpdests,invalid jumpdests,scheme f11,scheme f10,scheme f9,scheme f8
0xfb209827c58283535b744575e11953dcc4bead88,17000169,19824188,3735322711,965,31,44.77%,4.35%,0,0,0,0,0
0x427b8efee2d6453bb1c59849f164c867e4b2b376,17058788,19824378,3732251260,16045,502,48.89%,4.54%,0.04%,14,13,13,12
0xf96798f49936efb1a56f99ceae924b6b8359affb,19716536,19824417,3731607866,1159,37,37.53%,4.40%,0.09%,2,2,3,2
0x430ef9263e76dae63c84292c3409d61c598e9682,17000116,19824361,3704849238,6466,203,53.96%,2.00%,0.08%,6,5,5,4
0xefd69f1ff464ed673dab856c5b9bca4d2847a74f,17000366,19824335,3703619396,22142,692,33.21%,2.96%,0.05%,20,18,18,18
0xf2ec4a773ef90c58d98ea734c0ebdb538519b988,17618198,19824178,3687898493,15127,473,49.27%,4.30%,0.03%,7,7,7,8
0x135896de8421be2ec868e0b811006171d9df802a,17000654,19821368,3685007469,11404,357,53.58%,2.98%,0.03%,6,5,5,5
0x363ab2dd5dcb55f8d8c82bd465c7be4271e6ae74,17763672,19224707,3682154677,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0xf3a3023e6dede84ad88a656a3269f2a36e83c9a9,17000186,19823236,3678984321,22039,689,50.51%,4.22%,0.05%,18,18,18,20
0x99ac8ca7087fa4a2a1fb6357269965a2014abc35,17000905,19824289,3667123493,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0x68a47fe1cf42eba4a030a10cd4d6a1031ca3ca0a,17188276,19824414,3666452009,6483,203,53.48%,2.02%,0.09%,11,10,9,9
0x948b54a93f5ad1df6b8bff6dc249d99ca2eca052,17000273,19824317,3664909130,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0x152649ea73beab28c5b49b26eb48f7ead6d4c898,17000016,19824416,3663781948,20334,636,37.53%,3.76%,0.16%,35,33,34,33
0x25f8087ead173b73d6e8b84329989a8eea16cf73,17000014,19824406,3646026698,2546,80,35.23%,2.83%,0.16%,6,5,6,5
0x163f8c2467924be0ae7b5347228cabf260318753,17714796,19824415,3643888558,4738,149,42.66%,4.12%,0.13%,7,7,6,6
0x95b303987a60c71504d99aa1b13b4da07b0790ab,17248281,19824406,3639978336,4917,154,44.40%,3.54%,0.02%,2,2,2,2
0x9db9e0e53058c89e5b94e29621a205198648425b,17001038,19824389,3636572520,22142,692,33.21%,2.96%,0.05%,20,18,18,18
0x6481ff79597fe4f77e1063f615ec5bdaddeffd4b,17482144,19824415,3634413741,6226,195,58.24%,2.84%,0.03%,5,4,5,4
0x7f7ff8f22a902bb9b0aef07c6cb41d91a47e18e1,18634387,19824271,3632236944,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0x9e32b13ce7f2e80a01932b42553652e053d6ed8e,17000123,19824414,3630546055,8912,279,55.87%,1.90%,0.04%,6,5,5,6
0x3fefc5a4b1c02f21cbc8d3613643ba0635b9a873,17000416,19824372,3630272421,10757,337,40.62%,3.46%,0.05%,9,13,12,11
0x22b1cbb8d98a01a3b71d034bb899775a76eb1cc2,17000011,19824342,3601045933,19373,606,54.43%,2.95%,0.03%,14,13,12,11
0x0d8775f648430679a709e98d2b0cb6250d2887ef,17000000,19824402,3599819160,3284,103,31.97%,4.51%,0.21%,10,9,12,11
0x38d43a6cb8da0e855a42fb6b0733a0498531d774,19615588,19824410,3597894642,3268,103,31.49%,4.01%,0.06%,2,2,2,1
0x8400d94a5cb0fa0d041a3788e395285d61c9ee5e,17000295,19821929,3596125313,11074,347,43.36%,3.10%,0.05%,11,10,9,9
0x4548f48fdbb0a9fc952c201b28671d9f58aa16d3,17000054,19824291,3594968615,831,26,38.27%,4.33%,0,0,0,0,0
0x4315f344a905dc21a08189a117efd6e1fca37d57,17000027,19824410,3593014707,680,22,40.15%,4.56%,0,0,0,0,0
0xc4922d64a24675e16e1586e3e3aa56c06fabe907,17074444,19824402,3573097926,8227,258,60.90%,1.91%,0.05%,9,8,7,8
0x07ced903e6ad0278cc32bc83a3fc97112f763722,17000066,19823922,3572776246,696,22,40.52%,4.60%,0,0,0,0,0
0x16e9eac2a9e29af3c53d24ed0f07fc403e098b64,17000214,19822573,3570872206,45,2,46.67%,2.22%,0,0,0,0,0
0x1bb9b64927e0c5e207c9db4093b3738eef5d8447,19056630,19824329,3559871976,11317,354,43.01%,3.71%,0.05%,7,7,7,9
0x24ee2c6b9597f035088cda8575e9d5e15a84b9df,17000666,19824325,3556450866,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0xf3a4b8efe3e3049f6bc71b47ccb7ce6665420179,17000049,19824232,3554140960,21093,660,54.47%,2.84%,0.04%,13,12,12,14
0xd115a61a25c059c78cd34b97fab7ab25dfc84bc3,17413205,19824290,3552741346,15806,494,37.59%,3.19%,0.04%,11,12,11,11
0x883aae302e1be55d895484d4d9feb60891872c45,18962529,19824416,3549965428,13444,421,38.19%,3.91%,0.12%,22,22,22,21
0x7b0fce54574d9746414d11367f54c9ab94e53dca,17000030,19824365,3542684916,14065,440,45.06%,3.24%,0.12%,25,24,22,21
0xc1b24a9ecf68c14ffe65263b1591c29dd341d09d,18478772,19824416,3535118916,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0x01a8227d4e7c3068ad1000c97a059af5c5fa3476,18353447,19816880,3532009555,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0xa950974f64aa33f27f6c5e017eee93bf7588ed07,18466402,19824267,3527072078,2355,74,58.77%,3.48%,0.04%,3,3,3,2
0xe41d2489571d322189246dafa5ebde1f4699f498,17000003,19824392,3515619887,2946,93,54.92%,1.90%,0.14%,6,5,5,4
0x32121e0d11ecc79035045bc7466ede30816c5674,18324344,19824270,3508479674,22142,692,33.21%,2.96%,0.06%,25,23,23,24
0x7915f087685fffd71608e5d118f3b70c27d9ef4e,18687799,19800198,3507941155,24179,756,56.50%,2.96%,0.08%,33,35,34,32
0x5f3b5dfeb7b28cdbd7faba78963ee202a494e2a2,17000052,19824404,3504699931,12866,403,39.04%,3.10%,0.02%,5,4,6,6
0x744d70fdbe2ba4cf95131626614a1763df805b9e,17000062,19824191,3504643947,7076,222,29.61%,4.27%,0.08%,9,10,9,8
0x00000000005316fe469550d85f2e5ae85b7db719,18633592,19814121,3493838950,24383,762,59.15%,3.23%,0.09%,33,35,36,35
0x59b72fdb45b3182c8502cc297167fe4f821f332d,17000242,19824211,3492222865,2678,84,44.81%,4.00%,0.04%,3,3,3,2
0x619ad2d02dbee6eba3cdbda3f98430410e892882,17000041,19821558,3478707614,2179,69,46.86%,4.13%,0.09%,5,4,5,4
0x78d4e81fc84a1ce367e90936e49a74a9052137e8,17538218,19817365,3477453750,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0x5cd0ad98ba6288ed7819246a1ebc0386c32c314b,17470800,19813417,3465261865,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0x6c3ea9036406852006290770bedfcaba0e23a0e8,17422963,19824409,3463031038,1506,48,54.91%,3.45%,0.20%,6,5,5,4
0x6c415673c79b31aca38669ad9fb5cdb7012c0e8e,17000061,19824360,3449419608,2118,67,44.71%,4.20%,0.33%,10,10,9,8
0x755f01736f93c91585b840c2179c560b754d69f3,17000756,19824084,3448650457,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0x197e90f9fad81970ba7976f33cbd77088e5d7cf7,17008064,19824417,3432487216,5239,164,52.22%,2.25%,0,0,0,0,0
0x949d48eca67b17269629c7194f4b727d4ef9e5d6,17000011,19823952,3431083089,10734,336,44.08%,3.29%,0.06%,10,9,9,10
0x4b62fa30fea125e43780dc425c2be5acb4ba743b,17000031,19824365,3430865572,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0x320623b8e4ff03373931769a31fc52a4e78b5d70,17000010,19824406,3425554286,16985,531,61.04%,2.02%,0.09%,24,22,25,26
0x2a24535c49567301ec11be325e3ee3f9bd06b183,17000061,19824375,3423224296,2145,68,43.96%,4.15%,0.28%,9,8,7,6
0x0d62bac5c346c78dc1b27107cabc5f4de057a830,17000746,19823659,3420292011,1605,51,44.42%,2.31%,0,0,0,0,0
0x00085e6a5413439013c79de86ac701ecef4876a6,17874830,19824397,3404057944,231,8,54.55%,0.87%,0.87%,3,3,3,3
0xeffc18fc3b7eb8e676dac549e0c693ad50d1ce31,17000204,19775631,3398162244,9887,309,48.21%,4.47%,0.02%,3,3,3,2
0x1f5b1f22585f430c3a1a7d16e1e1100945965e35,19111235,19671675,3397326467,18878,590,46.55%,2.68%,0,0,0,0,0
0x7721a4cb6190edb11d47f51c20968436eccdafb8,17965754,19822071,3396128097,16097,504,35.39%,3.75%,0.02%,6,5,7,7
0x9cb4706e20a18e59a48ffa7616d700a3891e1861,18810961,19823325,3393068997,2555,80,58.16%,3.56%,0.04%,3,3,3,2
0xc7cbff2a23d0926604f9352f65596e65729b8a17,17236489,19824408,3379698385,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0x3af2a97414d1101e2107a70e7f33955da1346305,17525321,19824256,3377011978,17497,547,35.52%,4.18%,0.05%,17,15,16,16
0x002072c64bdfaa1678937d01ae7686190c354aed,17000237,19823209,3369035014,45,2,46.67%,2.22%,0,0,0,0,0
0xb440dd674e1243644791a4adfe3a2abb0a92d309,17001113,19779979,3362591874,2009,63,48.58%,2.29%,0.10%,5,4,4,4
0x8b6a6f5b828f086a2a9d8a3150b958e79e91a82f,18350803,19823917,3359052757,22142,692,33.21%,2.96%,0.06%,25,23,23,24
0x644e6ad1fe024d2b1e8a365bfb9d0086bd72cd8e,17000000,17191087,3357955952,22357,699,49.68%,3.15%,0.05%,22,25,24,21
0xd774557b647330c91bf44cfeab205095f7e6c367,17000001,19824176,3355720648,16988,531,39.79%,4.03%,0.08%,20,20,23,23
0x0059efeadfeb78d5635927947beb1206bd6c6d8e,17000214,19822573,3344872447,45,2,46.67%,2.22%,0,0,0,0,0
0xb478c6245e3d85d6ec3486b62ea872128d562541,17699718,19824379,3343472609,20995,657,49.06%,4.64%,0.07%,25,23,22,25
0x8a8ede76cf42d31cce9b685c58c5dbfe0c8387a2,19187639,19823899,3342808549,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0xb3999f658c0391d94a37f7ff328f3fec942bcadc,17000003,19824383,3340245424,9963,312,45.86%,2.45%,0.10%,14,14,13,11
0x4f30a9d41b80ecc5b94306ab4364951ae3170210,17000122,19824408,3339202095,13144,411,53.35%,3.04%,0.05%,10,9,13,12
0x757a197b3b17b207d6de3840de09bcf2dfb75b72,17988663,19512919,3331089193,22142,692,33.21%,2.96%,0.09%,36,34,36,34
0x95ad5d38ad6bb17500e9a57bfeb6569b36a94ea5,17136230,19819895,3309229309,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0xd784927ff2f95ba542bfc824c8a8a98f3495f6b5,17000010,19824360,3306583902,1779,56,45.14%,3.49%,0.06%,3,3,3,2
0xde1fcfb0851916ca5101820a69b13a4e276bd81f,17000001,19824375,3305199424,1607,51,37.27%,2.55%,0.06%,2,2,2,1
0x2ecba91da63c29ea80fbe7b52632ca2d1f8e5be0,17379241,19823709,3303947891,5585,175,38.12%,3.56%,0.13%,7,10,9,8
0x4c517d4e2c851ca76d7ec94b805269df0f2201de,17000066,19824349,3301847893,4582,144,37.76%,4.74%,0.11%,9,9,11,9
0xf74b146ce44cc162b601dec3be331784db111dc1,17000034,19735324,3297748236,855,27,52.63%,3.63%,0,0,0,0,0
0x0a13a5929e5f0ff0eaba4bd9e9512c91fce40280,17048250,19822764,3295556490,7691,241,37.47%,3.99%,0.08%,7,9,9,8
0xa109209a2380fd4454b0364c4689f6de18ad18cc,17000000,19824379,3294879389,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0xfa86aa141e45da5183b42792d99dede3d26ec515,17000237,19823386,3288565247,3307,104,34.11%,2.84%,0,0,0,0,0
0x0b02428e7c2c24ccf64426e637aee0c879bd1860,17000218,19824385,3288004238,45,2,46.67%,2.22%,0,0,0,0,0
0x4481507cc228fa19d203bd42110d679571f7912e,17396441,19823803,3284137948,177,6,51.41%,5.08%,0,0,0,0,0
0xae750560b09ad1f5246f3b279b3767afd1d79160,18772088,19824332,3277644197,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0xede8dd046586d22625ae7ff2708f879ef7bdb8cf,17000099,19823509,3265172977,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0x58d7e1d45e9ed962d3279b3834dc8f6bb4aa12b3,18220206,19821243,3263403059,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0x91c986709bb4fe0763edf8e2690ee9d5019bea4a,18024426,19824288,3260070039,14554,455,40.85%,3.03%,0.05%,14,17,16,17
0x4ec7d47cfd3f35e47b86f9eaa31cb9d3ee1e801a,17271297,19823736,3256802889,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0x1bf979282181f2b7a640d17ab5d2e25125f2de5e,17000158,19822562,3247977226,657,21,38.36%,4.72%,0,0,0,0,0
0xfc29813beeb3c7395c7a5f8dfc3352491d5ea0e2,17834114,19822671,3240613082,20853,652,30.56%,3.86%,0.02%,10,9,8,11
0xac57de9c1a09fec648e93eb98875b212db0d460b,17000015,19824398,3237792640,11205,351,35.29%,3.72%,0.12%,18,17,15,16
0x777034fef3ccbed74536ea1002faec9620deae0a,17000103,19823820,3234410250,1103,35,45.33%,3.99%,0,0,0,0,0
0x82ecd135dce65fbc6dbdd0e4237e0af93ffd5038,17002685,19824358,3232859035,18883,591,27.02%,2.89%,0.01%,5,4,5,5
0x00000000000076a84fef008cdabe6409d2fe638b,17000003,19824239,3229815082,6230,195,28.41%,3.80%,0.05%,6,5,5,6
0xa7d8d9ef8d8ce8992df33d8b8cf4aebabd5bd270,17000046,19824341,3228790637,24451,765,29.95%,2.49%,0.23%,80,83,83,90
0xd1d5a4c0ea98971894772dcd6d2f1dc71083c44e,17000220,19823791,3228501919,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0xeefba1e63905ef1d7acba5a8513c70307c1ce441,17000378,19823473,3222292173,1646,52,31.90%,6.80%,0.06%,2,2,2,1
0xf62b0d56ba617f803df1c464c519ff7d29451b2f,17874830,19824397,3220782132,24569,768,44.62%,3.19%,0.09%,44,45,43,42
0xe60779cc1b2c1d0580611c526a8df0e3f870ec48,17000028,19823030,3220379913,8557,268,41.35%,3.16%,0.13%,16,15,15,15
0x20561172f791f915323241e885b4f7d5187c36e1,18186963,19824225,3214476765,2253,71,39.81%,3.55%,0.13%,5,4,4,3
0x04c8577958ccc170eb3d2cca76f9d51bc6e42d8f,17000308,19824369,3213203742,22962,718,32.94%,2.93%,0.03%,16,15,14,14
0x3cb48aeb3d1abadc23d2d8a6894b3a68338381c2,18783963,19823081,3206062807,16575,518,51.59%,4.29%,0.04%,11,12,12,10
0x28e4f3a7f651294b9564800b2d01f35189a5bfbe,17000006,19824376,3185008307,1430,45,39.72%,3.22%,0.14%,3,3,3,3
0x993864e43caa7f7f12953ad6feb1d1ca635b875f,17000010,19824336,3168564723,8001,251,40.93%,3.04%,0.20%,20,22,20,21
0xe4e4003afe3765aca8149a82fc064c0b125b9e5a,17000023,19823927,3165514125,21767,681,37.47%,3.85%,0.17%,42,42,48,44
0xef8e456967122db4c3c160314bde8d2602ad6199,17280556,19824288,3161925734,8040,252,39.53%,3.76%,0.05%,5,4,5,5
0xba11d00c5f74255f56a5e366f4f77f5a186d7f55,17000078,19824413,3161670552,4379,137,32.22%,3.70%,0.23%,10,9,8,9
0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,17000162,19823569,3161024560,7608,238,28.71%,3.30%,0.04%,6,5,6,5
0x86355f02119bdbc28ed6a4d5e0ca327ca7730fff,17167661,19824261,3160126928,7162,224,34.33%,4.10%,0.06%,6,5,7,8
0x5483dc6abda5f094865120b2d251b5744fc2ecb5,18786323,19824145,3156746032,11411,357,37.02%,4.19%,0.17%,27,28,30,26
0x1a4b46696b2bb4794eb3d4c26f1c55f9170fa4c5,17000036,19824400,3156295808,12996,407,52.18%,2.17%,0.06%,13,13,12,12
0x081d1101855bd523ba69a9794e0217f0db6323ff,17000242,19824057,3153456371,852,27,45.54%,2.46%,0,0,0,0,0
0xe7d3982e214f9dfd53d23a7f72851a7044072250,17000002,19822302,3145228025,20229,633,38.87%,3.03%,0.07%,20,18,17,17
0xe219a14e355c1cb3f43594655a63488da154e8eb,17000008,19785088,3143598578,17354,543,58.12%,2.76%,0.03%,11,12,11,11
0x15f20f9dfdf96ccf6ac96653b7c0abfe4a9c9f0f,17093358,19824335,3141896001,4517,142,40.09%,4.32%,0.15%,9,8,7,7
0x04fa0d235c4abf4bcf4787af4cf447de572ef828,17000111,19824290,3138101048,9881,309,50.20%,2.54%,0.03%,5,4,4,4
0x4d1eff861316396dd1915f69b49f4c2d7b11590d,17000100,19824399,3136733015,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0xd8912c10681d8b21fd3742244f44658dba12264e,17000064,19824305,3135855658,1754,55,30.39%,1.71%,0.34%,6,7,7,6
0xfe0df74636bc25c7f2400f22fe7dae32d39443d2,17000077,19824129,3128511647,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0x3d658390460295fb963f54dc0899cfb1c30776df,17000024,19824410,3128099928,2269,71,59.28%,3.39%,0.18%,7,7,6,6
0xd738e6a2ef2846a643dc68092ad0fd7f5a8eb6f8,17574687,19788333,3114353708,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0x30ea22c879628514f1494d4bbfef79d21a6b49a2,17141928,19824415,3113201462,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0x5aaa28ca43c6646fd1403e508f0fca1d92357dde,17000295,19824407,3111777770,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0xb64ef51c888972c908cfacf59b47c1afbc0ab8ac,17000010,19824408,3101820699,3554,112,33.48%,3.63%,0.08%,5,4,4,3
0x256fb830945141f7927785c06b65dabc3744213c,19105386,19824298,3097986335,21800,682,60.55%,2.83%,0.03%,14,13,12,12
0x877f9474f02ea0b3d440bf1047971a52e79296e2,17318045,18415920,3087141030,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0x5eafef1f481acd69561ce02c3ef537cba1c5a02d,17000261,19824307,3083586501,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0x0b0a8c7c34374c1d0c649917a97eee6c6c929b1b,18023177,19824284,3080795863,8067,253,42.04%,3.31%,0.27%,18,20,21,19
0xbbbbca6a901c926f240b89eacb641d8aec7aeafd,17000005,19824331,3080364604,3596,113,31.54%,3.23%,0.25%,11,12,11,9
0xdc8af07a7861bedd104b8093ae3e9376fc8596d2,17000293,19823729,3067477045,8113,254,55.53%,1.96%,0.05%,6,5,5,6
0xbe24f9952bf2a15bc4d2661151049d9588d6c0cb,19499731,19824401,3062162739,22142,692,33.21%,2.96%,0.06%,25,23,23,24
0x00000000051b48047be6dc0ada6de5c3de86a588,17929798,19823494,3046660661,9315,292,36.21%,3.92%,0.08%,9,9,11,9
0xa7995f71aa11525db02fc2473c37dee5dbf55107,18942176,19646882,3035611899,15347,480,52.83%,3.31%,0.01%,5,4,5,6
0x6811f2f20c42f42656a3c8623ad5e9461b83f719,18416078,19824411,3019273166,15878,497,35.82%,3.80%,0.04%,11,13,14,13
0x9e7809c21ba130c1a51c112928ea6474d9a9ae3c,17000262,19824393,3019227680,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0xaa683fd3ae3033e0f3ffba14619e5371057740b7,19405896,19824413,3017716098,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0x4691937a7508860f876c9c0a2a617e7d9e945d4b,17000286,19824390,3016871010,4011,126,48.59%,1.87%,0.15%,9,8,7,6
0xecbee2fae67709f718426ddc3bf770b26b95ed20,17099626,19823676,3015387506,12743,399,49.62%,4.87%,0.05%,11,12,11,11
0x8290333cef9e6d528dd5618fb97a76f268f3edd4,17000010,19824395,3006898263,5479,172,55.90%,1.44%,0.18%,13,12,12,10
0xdf71525e5c7435ef860909547d1589e53c004f03,19129340,19824306,3003714728,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0x655edce464cc797526600a462a8154650eee4b77,17000052,19824411,2991446359,18408,576,45.81%,3.34%,0.10%,28,27,27,26
0x5f98805a4e8be255a32880fdec7f6728c6568ba0,17000013,19824372,2989637612,5297,166,44.97%,2.53%,0.08%,6,7,6,5
0xb748952c7bc638f31775245964707bcc5ddfabfc,17000010,19820658,2986104118,10038,314,34.23%,3.59%,0.03%,6,5,5,5
0x0f2d719407fdbeff09d87557abb7232601fd9f29,17000095,19823958,2985783752,45,2,46.67%,2.22%,0,0,0,0,0
0x1becf1ac50f31c3441181563f9d350ddf72a2bfa,17000408,19824381,2984208177,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0x252025df8680c275d0ba80d084e5967d8bd26caf,17004467,19527811,2980558282,4841,152,47.59%,3.08%,0.06%,5,5,6,6
0x000182adcd6a46c9f546385b104e161a542333fe,17000042,19824281,2979618891,319,10,58.31%,1.88%,0,0,0,0,0
0x000a062a8af86c4b122b53541938568441485622,17000177,19824355,2977792014,45,2,46.67%,2.22%,0,0,0,0,0
0x5d469e1ef75507b0e0439667ae45e280b9d81b9c,17000450,19824091,2973443327,7940,249,39.14%,3.82%,0.03%,6,5,5,4
0x9a103ab4fe2de5db16338b16fd7550d21d7b8db6,19085553,19822768,2972709070,23886,747,31.42%,2.93%,0.08%,28,28,26,29
0x8bf439ef7167023f009e24b21719ca5f768ecb36,17000242,19824057,2972607385,17446,546,49.29%,3.08%,0.04%,13,12,12,13
0x79d4e26484c6a16531c8c90f8b22af99fea83ce3,18083070,19823815,2970142243,4347,136,35.79%,3.70%,0.16%,7,8,8,7
0x235c8ee913d93c68d2902a8e0b5a643755705726,17000008,19822198,2965420828,9479,297,44.73%,3.53%,0.05%,9,8,8,7
0xa59c847bd5ac0172ff4fe912c5d29e5a71a7512b,17000023,19824409,2965351149,11782,369,32.38%,2.58%,0.05%,10,9,9,8
0x011e52e4e40cf9498c79273329e8827b21e2e581,17000037,18295305,2951730242,19531,611,46.21%,3.14%,0.01%,3,3,3,3
0xfad57d2039c21811c8f2b5d5b65308aa99d31559,17000198,19824053,2944494809,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0xac63436b092b944cadea9243f9aff315421d4fee,17380463,19259733,2942873354,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0x0e2c4be9f3408e5b1ff631576d946eb8c224b5ed,17000132,19824219,2939734975,22142,692,33.21%,2.96%,0.05%,20,18,18,18
0x19c10e1f20df3a8c2ac93a62d7fba719fa777026,17000138,19823614,2938924792,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0x65c79fcb50ca1594b025960e539ed7a9a6d434a3,17000016,19824390,2936249227,4245,133,52.74%,1.86%,0.02%,2,3,3,2
0x0c90c8b4aa8549656851964d5fb787f0e4f54082,17000036,19816358,2933381355,5907,185,37.63%,3.17%,0.15%,11,14,13,12
0x037a54aab062628c9bbae1fdb1583c195585fe41,17000078,19824415,2932423150,6490,203,50.54%,2.48%,0.06%,6,5,5,6
0x5cdaf83e077dbac2692b5864ca18b61d67453be8,17000098,19757408,2930797729,3426,108,30.21%,3.15%,0,0,0,0,0
0x14f2b6ca0324cd2b013ad02a7d85541d215e2906,19025708,19824415,2927260976,14665,459,37.55%,4.21%,0.02%,7,7,6,5
0x4c52d01fb85b36cccf1647b99fb7b20f70fe669c,17938548,19814591,2926837624,22142,692,33.21%,2.96%,0.06%,25,23,23,24
0x81fbbc40cf075fd7de6afce1bc72eda1bb0e13aa,17001134,19824308,2926242953,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0xddb3422497e61e13543bea06989c0789117555c5,17000036,19824320,2922127465,7599,238,58.48%,1.66%,0.16%,16,14,13,12
0xef31c292801f24f16479dd83197f1e6aebb8d6d8,17445568,19612161,2918118740,10929,342,41.58%,2.88%,0.04%,6,5,5,5
0xc1793a29609ffff81f10139fa0a7a444c9e106ad,17382284,19823448,2917109481,4944,155,45.93%,1.17%,0.04%,6,5,5,4
0xf46dad9ebd66200dcca3b49a4cb0088a2306cf45,18966948,19824191,2910688166,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0x3e5c63644e683549055b9be8653de26e0b4cd36e,17000009,19824413,2907821547,23800,744,51.42%,1.81%,0.12%,39,37,41,40
0x8a90cab2b38dba80c64b7734e58ee1db38b8992e,17000003,19823952,2907498754,18385,575,50.26%,4.69%,0.05%,16,14,14,14
0xfeb09c7e130a4b87b27ebd648ec485657b688b34,17489706,19823014,2897195754,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0xdb1d1c9a42e3d10717c415bd06853ea7ae818823,17320282,19814537,2896898581,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0x59b6bc21c6a53186d0d20b06e19a2d9cfd3faf36,19286969,19824129,2890798193,22142,692,33.21%,2.96%,0.05%,22,20,21,22
0x0d8d8f8541b12a0e1194b7cc4b6d954b90ab82ec,17069899,19824389,2881335246,11690,366,46.45%,2.10%,0.03%,7,7,6,6
0xb1e69773b35a7785a87dea6f010af155102f282d,17751332,18658356,2873259030,1722,54,38.68%,1.92%,0.06%,2,3,3,2
0xc4472dcd0e42ffccc1dbb0b9b3855688c22f3a0f,17762586,19824415,2865047677,22142,692,33.21%,2.96%,0.04%,17,15,16,16
0xe9a97b0798b1649045c1d7114f8c432846828404,17181351,19823651,2862027046,12825,401,50.96%,4.29%,0.05%,11,10,9,10
0x08a8ec037df2e54194b397cd7c761631440197c6,18307242,19823603,2861238475,177,6,50.28%,5.08%,0,0,0,0,0
0x4d2e8a0ebc4bb3be7f3d65426f6a0c5836635dbe,17824254,18031313,2856462681,9899,310,53.17%,2.58%,0.03%,6,5,5,5
0x18ba6e33ceb80f077deb9260c9111e62f21ae7b8,17000387,19824405,2855546943,686,22,40.67%,4.37%,0,0,0,0,0
0xf650c3d88d12db855b8bf7d11be6c55a4e07dcc9,17000162,19824400,2846506980,4744,149,29.38%,3.75%,0.06%,6,5,6,5
0x55296f69f40ea6d20e478533c15a6b08b654e758,17000077,19824271,2840729769,4204,132,49.05%,1.90%,0,0,0,0,0
0xff1f2b4adb9df6fc8eafecdcbf96a2b351680455,17000065,19768410,2839526070,2739,86,60.35%,3.29%,0.04%,3,3,3,2
0xd0c7304156af0a4be17352d8ce214222ec66e8ba,17000024,19823488,2835375338,19672,615,30.62%,3.83%,0.10%,31,30,30,29
0x553e9c493678d8606d6a5ba284643db2110df823,17105779,19824406,2834024084,22142,692,33.21%,2.96%,0.05%,20,18,18,18
0x080b3a41390b357ad7e8097644d1dedf57ad3375,17000016,19824295,2833358029,2763,87,44.48%,4.23%,0.07%,5,5,5,4
0x0ebdc65e7e9132cb41ac5cbd0101b799d7adb475,17000122,19824400,2830259979,22811,713,43.15%,2.07%,0.04%,20,18,18,19
0x2a0330c7e979a4d18e5b0c987b877da24dd37d04,17000938,19824126,2822660588,22142,692,33.21%,2.96%,0.06%,25,23,23,24
0xb584d4be1a5470ca1a8778e9b86c81e165204599,17000005,19824417,2819807580,9844,308,46.32%,5.17%,0.06%,14,13,12,11
0x55084ee0fef03f14a305cd24286359a35d735151,18059508,19824408,2815200683,22083,691,40.30%,2.74%,0.05%,22,20,18,19
0x082b0ca59f2122c94e5f57db0085907fa9584ba6,17002151,19823758,2808871728,2428,76,42.13%,3.54%,0.04%,3,3,3,2
0xe17b8adf8e46b15f3f9ab4bb9e3b6e31db09126e,17862201,19824409,2806426300,14403,451,40.14%,1.82%,0.10%,22,22,20,19
0x2982d3295a0e1a99e6e88ece0e93ffdfc5c761ae,18155647,19824283,2796870305,22142,692,33.21%,2.96%,0.07%,28,27,30,27
